7,2021,Sumatera Selatan,Kabupaten Musi Banyuasin,Hindoli Musi Banyuasin,DAERAH,,TARA Madya,,,,,01/D.PHA.4/KP.06.07/12/2023,,03-D/D.PHA.4/KP.06.07/12/2023,,Data TARA Total (oktober 2024),,,,,Kota Jakarta Pusat,,,,,,,,,
9,2021,Jawa Timur,Kota Surabaya,TARA Indriasana,DAERAH,0,Tidak terstandardisasi,,,,,,,,,78 TARA,60 TARA Daerah,18 TARA KL,,,Kota Jakarta Pusat,,,,,,,,,
11,2022,DKI Jakarta,Kota Jakarta Pusat,TARA Kemen PPPA,KL,157,TARA Madya,Proses standardisasi dilakukan di tahun 2023,,,,15/D.PHA.4/KP.06.07/12/2023,,06-KL/D.PHA.4/KP.06.07/12/2023,,,11 Prov,Aceh,Kab Grobogan,,Kota Jakarta Selatan,,,,,,,,,
12,2022,DKI Jakarta,Kota Jakarta Pusat,Kementerian Sosial ,KL,0,Tidak terstandardisasi,Tidak ikut proses standardisasi,,,,,,,,,45 Kabko,Banten,Kab Klaten,,Karawang,,,,,,,,,
13,2022,DKI Jakarta,Kota Jakarta Selatan,Kemendikbud ,KL,0,Tidak terstandardisasi,Tidak ikut proses standardisasi,,,,,,,,,,DI Yogyakarta,Kab Sragen,doubel,Kota Jakarta Pusat,,,,,,,,,
14,2022,Jawa Barat,Karawang,TARA KIIC ,DAERAH,0,Tidak terstandardisasi,Tidak ikut proses standardisasi,,,,,,,,,,DKI Jakarta,Kab Wonosobo,,Kota Jakarta Selatan,,,,,,,,,
10,2022,DKI Jakarta,Kota Jakarta Pusat,TARA Kemenlu,KL,228,TARA Nindya,,,,,07/D.PHA.4/KP.06.07/12/2023,,05-KL/D.PHA.4/KP.06.07/12/2023,,,,Gorontalo,Kabupaten Aceh Besar,,Kabupaten Lhokseumawe,,,,,,,,,
18,2023,DKI Jakarta,Kota Jakarta Selatan,Daycare Kementerian Hukum dan HAM,KL,0,Tidak terstandardisasi, Mengundurkan diri setelah pendampingan kedua,,,,,,,,,,Jawa Barat,Kabupaten Aceh Jaya,,Kabupaten Simeulue,,,,,,,,,
49,2023,Aceh,Kabupaten Lhokseumawe,TPA Annasya Addrena,DAERAH,0,Tidak terstandardisasi, Mengundurkan diri setelah pendampingan kedua,,,,,,,,,,Jawa Tengah,Kabupaten Aceh Tengah,,Kota Banjarmasin,,,,,,,,,
50,2023,Aceh,Kabupaten Simeulue,TPA Fastabiqul Khairat,DAERAH,0,Tidak terstandardisasi, Mengundurkan diri setelah pendampingan kedua,,,,,,,,,,Jawa Timur,Kabupaten Aceh Tenggara,,Kota Batam,,,,,,,,,
57,2023,Kalimantan Selatan,Kota Banjarmasin,Day Care Anak Sholeh Mandiri,DAERAH,0,Tidak terstandardisasi, Mengundurkan diri setelah pendampingan kedua,,,,,,,,,,Kalimantan Selatan,Kabupaten Banjar,,Kota Jakarta Pusat,,,,,,,,,
58,2023,Kepulauan Riau,Kota Batam,Day Care Cookies Kid,DAERAH,0,Tidak terstandardisasi, Mengundurkan diri setelah pendampingan kedua,,,,,,,,,,Kepulauan Riau,Kabupaten Barito Kuala,,Kab Wonosobo,,,,,,,,,
19,2023,DKI Jakarta,Kota Jakarta Pusat,Daycare Bappenas,KL,0,Tidak terstandardisasi,Tidak ikut proses standardisasi,,,,,,,,,,Sumatera Selatan,Kabupaten Bireuen,,Kab Grobogan,,,,,,,,,
51,2023,Jawa Tengah,Kab Wonosobo,Triputra ,DAERAH,0,Tidak terstandardisasi,Tidak ikut proses standardisasi,,,,,,,,,,,Kabupaten Blora,,Kab Grobogan,,,,,,,,,
52,2023,Jawa Tengah,Kab Grobogan,Rumah Homy,DAERAH,0,Tidak terstandardisasi,Tidak ikut proses standardisasi,,,,,,,,,,,Kabupaten Bone Bolango,,Kab Sragen,,,,,,,,,
53,2023,Jawa Tengah,Kab Grobogan,Pengelola Pelangi,DAERAH,0,Tidak terstandardisasi,Tidak ikut proses standardisasi,,,,,,,,,,,Kabupaten Gunung Kidul,,Kab Klaten,,,,,,,,,
54,2023,Jawa Tengah,Kab Sragen,Happy Educare ,DAERAH,0,Tidak terstandardisasi,Tidak ikut proses standardisasi,,,,,,,,,,,Kabupaten Hulu Sungai Selatan,,Kab Klaten,,,,,,,,,
55,2023,Jawa Tengah,Kab Klaten,Mekar Siwi,DAERAH,0,Tidak terstandardisasi,Tidak ikut proses standardisasi,,,,,,,,,,,Kabupaten Hulu Sungai Utara,,Kota Bandung,,,,,,,,,
56,2023,Jawa Tengah,Kab Klaten,BIAS,DAERAH,0,Tidak terstandardisasi,Tidak ikut proses standardisasi,,,,,,,,,,,Kabupaten Karawang,,Kota Jakarta Selatan,,,,,,,,,
15,2023,Jawa Barat,Kota Bandung,Telkom Daycare Bandung,KL,267,TARA Ramah Anak,,,,,10/D.PHA.4/KP.06.07/12/2023,,07-KL/D.PHA.4/KP.06.07/11/2024,,,,,Kabupaten Lhokseumawe,,Kota Jakarta Pusat,,,,,,,,,
16,2023,DKI Jakarta,Kota Jakarta Selatan,Day Care KemenKOP,KL,184,TARA Nindya,,,,,,,08-KL/D.PHA.4/KP.06.07/11/2024,,,,,Kabupaten Malang,,Kabupaten Bireuen,,,,,,,,,
17,2023,DKI Jakarta,Kota Jakarta Pusat,Day Care Kemen Kominfo ,KL,156,TARA Madya,,,,,,,09-KL/D.PHA.4/KP.06.07/11/2024,,,,,Kabupaten Musi Banyuasin,,Kabupaten Aceh Tengah,,,,,,,,,
20,2023,Aceh,Kabupaten Bireuen,TK Modern Lina,DAERAH,299,TARA Ramah Anak,,,,,,,05-D/D.PHA.4/KP.06.07/12/2023,,,,,Kabupaten Simeulue,,Kabupaten Aceh Tengah,,,,,,,,,
21,2023,Aceh,Kabupaten Aceh Tengah,KB Aqila,DAERAH,293,TARA Ramah Anak,,,,,,,06-D/D.PHA.4/KP.06.07/12/2023,,,,,Kabupaten Sragen,double,Kota Semarang,,,,,,,,,
22,2023,Aceh,Kabupaten Aceh Tengah,PAUD IT Al-Manar ,DAERAH,277,TARA Ramah Anak,,,,,,,07-D/D.PHA.4/KP.06.07/12/2023,,,,,Kabupaten Tabalong,,Kabupaten Aceh Besar,,,,,,,,,
23,2023,Jawa Tengah,Kota Semarang,TPA Bintang Juara ,DAERAH,263,TARA Ramah Anak,,,,,,,08-D/D.PHA.4/KP.06.07/12/2023,,,,,Kabupaten Tanah Bumbu,,Kabupaten Aceh Jaya,,,,,,,,,
24,2023,Aceh,Kabupaten Aceh Besar,TPA Mutiara Ilmu,DAERAH,245,TARA Utama,,,,,,,09-D/D.PHA.4/KP.06.07/12/2023,,,,,Kabupaten Tangerang,,Kabupaten Tabalong,,,,,,,,,
25,2023,Aceh,Kabupaten Aceh Jaya,TK Negeri Pembina Calang,DAERAH,230,TARA Utama,,,,,,,10-D/D.PHA.4/KP.06.07/12/2023,,,,,Kabupaten Tapin,,Kabupaten Aceh Tenggara,,,,,,,,,
26,2023,Kalimantan Selatan,Kabupaten Tabalong,Day Care PAUD Al Ikhsan,DAERAH,219,TARA Utama,,,,,,,11-D/D.PHA.4/KP.06.07/12/2023,,,,,Kabupaten Temanggung,,Kota Batam,,,,,,,,,
27,2023,Aceh,Kabupaten Aceh Tenggara,TK Madani,DAERAH,217,TARA Nindya,,,,,,,12-D/D.PHA.4/KP.06.07/12/2023,,,,,Karawang,,Kota Banjarmasin,,,,,,,,,
28,2023,Kepulauan Riau,Kota Batam,Day Care Elsadai,DAERAH,215,TARA Nindya,,,,,,,13-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Banda Aceh,,Kabupaten Tanah Bumbu,,,,,,,,,
29,2023,Kalimantan Selatan,Kota Banjarmasin,Day Care Rumah Belajar Senyum,DAERAH,206,TARA Nindya,,,,,,,14-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Bandung,,Kabupaten Aceh Besar,,,,,,,,,
30,2023,Kalimantan Selatan,Kabupaten Tanah Bumbu,TPA. Kasih Bunda SPNF-SKB Tanah Bumbu,DAERAH,202,TARA Nindya,,,,,,,15-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Banjarmasin,,Kabupaten Sragen,,,,,,,,,
31,2023,Aceh,Kabupaten Aceh Besar,KB Al Yaqin,DAERAH,200,TARA Utama ,,,,,,,16-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Batam,,Kabupaten Bireuen,,,,,,,,,
32,2023,Jawa Tengah,Kabupaten Sragen,TPA Kartini ,DAERAH,192,TARA Nindya,,,,,,,17-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Bogor,,Kota Pekalongan,,,,,,,,,
33,2023,Aceh,Kabupaten Bireuen,TK Permata Bakti,DAERAH,177,TARA Nindya ,,,,,,,18-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Cilegon,,Kabupaten Banjar,,,,,,,,,
34,2023,Jawa Tengah,Kota Pekalongan,TPA Qurrota Ayun ,DAERAH,174,TARA Nindya,,,,,,,19-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Jakarta Pusat,,Kabupaten Temanggung,,,,,,,,,
35,2023,Kalimantan Selatan,Kabupaten Banjar,Day Care Tunas Mulia,DAERAH,173,TARA Madya,,,,,,,20-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Jakarta Selatan,,Kabupaten Tapin,,,,,,,,,
36,2023,Jawa Tengah,Kabupaten Temanggung,Tara Inisnu ,DAERAH,155,TARA Madya,,,,,,,21-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Langsa,,Kabupaten Blora,,,,,,,,,
37,2023,Kalimantan Selatan,Kabupaten Tapin,Day Care PAUD Ananda,DAERAH,153,TARA Madya,,,,,,,22-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Magelang,,Kota Banda Aceh,,,,,,,,,
38,2023,Jawa Tengah,Kabupaten Blora,TPA Aisyiyah ,DAERAH,170,TARA Nindya,,,,,,,23-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Pekalongan,,Kabupaten Hulu Sungai Selatan,,,,,,,,,
39,2023,Aceh,Kota Banda Aceh,TPA FBA Nizamia,DAERAH,145,TARA Madya,,,,,,,24-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Probolinggo,,Kabupaten Banjar,,,,,,,,,
40,2023,Kalimantan Selatan,Kabupaten Hulu Sungai Selatan,TPA Permata hati,DAERAH,142,TARA Madya,,,,,,,25-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Semarang,,Kota Batam,,,,,,,,,
41,2023,Kalimantan Selatan,Kabupaten Banjar,Day Care Permata Bunda,DAERAH,137,TARA Madya,,,,,,,26-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Surabaya,,Kabupaten Barito Kuala,,,,,,,,,
42,2023,Kepulauan Riau,Kota Batam,Day Care Miki Mini,DAERAH,134,TARA Madya,,,,,,,27-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Tangerang,,Kota Langsa,,,,,,,,,
43,2023,Kalimantan Selatan,Kabupaten Barito Kuala,Day care TPA Anugrah,DAERAH,126,TARA Pratama,,,,,,,28-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Tangerang Selatan,,Kabupaten Hulu Sungai Utara,,,,,,,,,
44,2023,Aceh,Kota Langsa,TPA Al Khansa,DAERAH,102,TARA Pratama ,,,,,,,29-D/D.PHA.4/KP.06.07/12/2023,,,,,Kota Yogyakarta,,Kota Banjarmasin,,,,,,,,,
45,2023,Kalimantan Selatan,Kabupaten Hulu Sungai Utara,Day Care PAUD Mawar,DAERAH,101,TARA Pratama,,,,,,,30-D/D.PHA.4/KP.06.07/12/2023,,,,,,,Kabupaten Aceh Besar,,,,,,,,,
46,2023,Kalimantan Selatan,Kota Banjarmasin,TARA Day care Sun Shine,DAERAH,93,TARA Pratama,,,,,,,31-D/D.PHA.4/KP.06.07/12/2023,,Data TARA Terstandar (Oktober 2024),,,,,Kota Magelang,,,,,,,,,
47,2023,Aceh,Kabupaten Aceh Besar,Al Muhajirin,DAERAH,56,Tidak terstandardisasi,,,,,,,,,55 TARA,42 Daerah,13 TARA KL,,,,,,,,,,,,
48,2023,Jawa Tengah,Kota Magelang,Daycare D?Kola Kota Magelang,DAERAH,44,Tidak terstandardisasi,,,,,,,,,,10 Prov,Jawa Tengah,Kabupaten Bireuen,,,,,,,,,,,
67,2024,Banten,Kota Tangerang Selatan,Daycare Cmore Tangerang Selatan,DAERAH,215,TARA Utama,Bagus (punya dinas pendidikan),,,,,,35-D/D.PHA.4/KP.06.07/11/2024,,,35 Kabko,Aceh,Kabupaten Aceh Besar,,,,,,,,,,,
78,2024,Gorontalo,Kabupaten Bone Bolango,TK Mekar Wangi,DAERAH,0,Tidak terstandardisasi,gugur karena tidak ada layanan penitipan anak,,,,,,,,,,Di Yogyakarta,Kabupaten Aceh Jaya,,,,,,,,,,,
63,2024,DKI Jakarta,Kota Jakarta Pusat,KEMENTERIAN KEUANGAN DITJEN DJPB,KL,0,TIDAK TERSTANDARDISASI,Mengundurkan diri setelah rakorwal,,,,,,,,,,DKI Jakarta,Kabupaten Aceh Tengah,,,,,,,,,,,
73,2024,Di Yogyakarta,Kabupaten Gunung Kidul,PAUD SKB Gunungkidul,DAERAH,179,TARA Madya,punya dinas pendidikan,,,,,,41-D/D.PHA.4/KP.06.07/11/2024,,,,Jawa Timur,Kabupaten Aceh Tenggara,,,,,,,,,,,
76,2024,Gorontalo,Kabupaten Bone Bolango,TK Pembina Suwawa,DAERAH,154,Tidak terstandardisasi,tdk memenuhi 4 syarat wajib,,,,,,,,,,Kalimantan Selatan,Kabupaten Aceh Tenggara,,,,,,,,,,,
77,2024,Gorontalo,Kabupaten Bone Bolango,TK Pembina Agropolitan,DAERAH,132,Tidak terstandardisasi,tdk memenuhi 8 syarat wajib,,,,,,,,,,Kepulauan Riau,Kabupaten Barito Kuala,,,,,,,,,,,
75,2024,Jawa Barat,Kota Bogor,TPA Rumah Kita,DAERAH,168,Tidak terstandardisasi,tdk memenuhi syarat cctv,,,,,,,,,,Sumatera Selatan,Kabupaten Banjar,,,,,,,,,,,
59,2024,DKI Jakarta,Kota Jakarta Selatan,PT. TELKOM INDONESIA (PERSERO) TBK.,KL,225,TARA PARIPURNA,,,,,,013-KL/D.PHA.4/KP.06.07/11/2024,10-KL/D.PHA.4/KP.06.07/11/2024,,,,Banten,Kabupaten Barito Kuala,,,,,,,,,,,
60,2024,DKI Jakarta,Kota Jakarta Pusat,KEMENTERIAN BADAN USAHA MILIK NEGARA,KL,211,TARA UTAMA,,,,,010-KL/D.PHA.4/KP.06.07/11/2024,,11-KL/D.PHA.4/KP.06.07/11/2024,,,,Jawa Barat,Kabupaten Hulu Sungai Selatan,,,,,,,,,,,
61,2024,DKI Jakarta,Kota Jakarta Pusat,BADAN RISET DAN INOVASI NASIONAL (BRIN),KL,204,TARA UTAMA,,,,,,012-KL/D.PHA.4/KP.06.07/11/2024,12-KL/D.PHA.4/KP.06.07/11/2024,,,,,Kabupaten Bireuen,,,,,,,,,,,
62,2024,DKI Jakarta,Kota Jakarta Pusat,"BADAN METEOROLOGI, KLIMATOLOGI DAN GEOFISIKA (BMKG)",KL,192,TARA NINDYA,,,,,,011-KL/D.PHA.4/KP.06.07/11/2024,13-KL/D.PHA.4/KP.06.07/11/2024,,,,,Kabupaten Blora,,,,,,,,,,,
64,2024,Banten,Kabupaten Tangerang,Yayasan Shine Tiara Veritas {Sweety Day Care},DAERAH,223,TARA Utama,,,,,,,32-D/D.PHA.4/KP.06.07/11/2024,,,,,Kabupaten Gunung Kidul,,,,,,,,,,,
65,2024,Jawa Timur,Kota Probolinggo,TPA  Aisyiyah Mentari,DAERAH,223,TARA Utama,,,,,,,33-D/D.PHA.4/KP.06.07/11/2024,,,,,Kabupaten Hulu Sungai Selatan,,,,,,,,,,,
66,2024,Banten,Kota Cilegon,TPA Buah Hati Kita,DAERAH,222,TARA Utama,,,,,,,34-D/D.PHA.4/KP.06.07/11/2024,,,,,Kabupaten Hulu Sungai Utara,,,,,,,,,,,
68,2024,DI Yogyakarta,Kota Yogyakarta,TPA Among Putra,DAERAH,204,TARA Utama,,,,,,,36-D/D.PHA.4/KP.06.07/11/2024,,,,,Kabupaten Tabalong,,,,,,,,,,,
69,2024,Banten,Kota Tangerang,KB Al Mufti,DAERAH,201,TARA Nindya,,,,,,,37-D/D.PHA.4/KP.06.07/11/2024,,,,,Kabupaten Karawang,,,,,,,,,,,
70,2024,DI Yogyakarta,Kota Yogyakarta,TPA Beringharjo,DAERAH,200,TARA Nindya,,,,,,,38-D/D.PHA.4/KP.06.07/11/2024,,,,,Kabupaten Malang,,,,,,,,,,,
71,2024,DI Yogyakarta,Kabupaten Gunung Kidul,TPA An Nur Srimpi,DAERAH,198,TARA Nindya,,,,,,,39-D/D.PHA.4/KP.06.07/11/2024,,,,,Kabupaten Musi Banyuasin,,,,,,,,,,,
72,2024,Jawa Timur,Kota Surabaya,TPA Negeri Bung Karno Surabaya,DAERAH,181,TARA Madya,,,,,,,40-D/D.PHA.4/KP.06.07/11/2024,,,,,Kabupaten Sragen,,,,,,,,,,,
74,2024,Jawa Timur,Kabupaten Malang,TPA Islam Terpadu Ulil Albab,DAERAH,179,TARA Madya,,,,,,,42-D/D.PHA.4/KP.06.07/11/2024,,,,,Kabupaten Tabalong,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kabupaten Tanah Bumbu,,,,,,,,,,,
Catatan,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,,,,,,,,,,,
"1. TARA Kemen BUMN memiliki nomor sertifikat (2024) 010 padahal 010 sudah diambil oleh Telkom Daycare Bandung. Diputuskan, apabila TARA Kemen BUMN re-audit sertifikasi maka next dia berganti nomor menjadi 011. Angka 011 ini menjadi miliki TARA Kemen BUMN",,,,,,,,,,,,,,,,,,,Kabupaten Tapin,,,,,,,,,,,
2. TARA Kemenaker memiliki nomor sertifikat (2021) 02 namun pada reaudit tahun 2024 nomor mereka berubah menjadi 1A. Untuk reaudit selanjutnya harus menggunakan 01 (angka kepemilikan TARA Kemenaker),,,,,,,,,,,,,,,,,,,Kabupaten Temanggung,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kota Banda Aceh,,,,,,,,,,,
Daerah TPA terstandar,,,,,,,,,,,,,,,,,,,Kota Bandung,,,,,,,,,,,
2024=11,,,,,,,,,,,,,,,,,,,Kota Banjarmasin,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,Kota Batam,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kota Cilegon,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kota Jakarta Pusat,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kota Jakarta Selatan,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kota Langsa,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kota Pekalongan,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kota Probolinggo,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kota Semarang,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kota Surabaya,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kota Tangerang,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kota Tangerang Selatan,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Kota Yogyakarta,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
